variant_id,stop_id
509362,2679
509362,1082
509362,2073
509362,1979
509362,2075
509362,1978
509362,3415
509363,3066
509363,2679
509363,1082
509363,2075
509363,3058
509363,3415
518055,27
518056,26
518675,27
518676,26
527482,1501
527482,1580
527482,1397
527483,1398
527483,2820
527483,1581
527483,1502
527484,1501
527484,1580
527484,1397
527485,1398
527485,1581
527485,1502
527486,1398
527487,1501
527487,1580
527488,1397
527489,1581
527489,1502
527491,1398
527492,1501
527492,1580
527492,1544
527493,1397
527494,1502
527825,1501
527825,1580
527825,1397
527826,1398
527826,2820
527826,1581
527826,1502
527827,1501
527827,1580
527827,1397
527828,1398
527828,1581
527828,1502
527829,1398
527830,1501
527830,1580
527831,1397
527832,1581
527832,1502
527834,1398
527835,1501
527835,1580
527835,1544
527836,1397
527837,1502
530666,3134
530666,3132
530666,458
530666,511
530666,317
530666,281
530667,2863
530667,316
530667,1016
530667,447
530667,1249
530667,3134
530668,2863
530668,316
530668,1016
530668,1249
530668,3134
530669,3134
530669,3132
530669,458
530669,511
530669,317
530669,281
530669,1906
530670,518
530670,436
530670,3134
530671,469
530671,2905
530671,435
530671,1011
530672,447
530672,1249
530672,3134
530674,3134
530674,3132
530674,458
530674,511
530674,317
530677,2863
530677,316
530678,1906
530678,2863
530678,316
530678,1016
530678,1249
530678,3134
530679,3134
530679,3132
530679,458
530679,511
530679,317
530679,281
530679,1906
530680,316
530680,1016
530680,1249
530680,3134
530682,469
530682,2905
530682,435
530682,1011
530682,543
530682,1175
531305,518
531305,436
531305,3134
531306,469
531306,2905
531306,435
531306,1011
531307,2863
531307,316
531307,1016
531307,1249
531307,3134
531308,3134
531308,3132
531308,458
531308,511
531308,317
531308,281
531308,1906
531309,3134
531309,3132
531309,458
531309,511
531309,317
531309,281
531310,2863
531310,316
531310,1016
531310,447
531310,1249
531310,3134
531315,469
531315,3132
531315,458
531315,511
531315,317
531315,281
531315,1906
531316,2863
531316,316
531316,1016
531316,1249
531316,3134
531317,2863
531317,316
531318,1906
531318,2863
531318,316
531318,1016
531318,1249
531318,3134
531319,3134
531319,3132
531319,458
531319,511
531319,317
531319,281
531319,1906
531320,316
531320,1016
531320,1249
531320,3134
531322,469
531322,3132
531322,458
531322,511
531322,317
531322,281
535062,526
535062,538
535063,539
535063,527
535064,3421
535064,2275
535065,2276
535065,3415
535065,2771
535066,2506
535066,3422
535066,2013
535066,761
535067,760
535067,1230
535067,2711
535067,3419
535067,735
535067,2935
535067,2646
535068,526
535068,529
535068,538
535071,526
535071,538
535072,539
535072,527
535074,539
535074,528
535074,527
535075,2275
535076,2276
535076,3415
535078,3422
535078,2013
535079,2506
535081,760
535081,1230
535081,2711
535081,3419
535081,735
535081,2935
535081,2646
535082,2506
535082,3422
535082,2013
535088,638
535088,3124
535089,3123
535089,636
535090,638
535090,3124
535090,3431
535091,695
535091,3123
535091,636
535092,638
535092,3124
535093,3123
535093,636
535095,638
535095,3124
535096,3123
535096,636
535097,638
535097,3124
535097,3431
535098,695
535098,3123
535098,636
535099,638
535099,3124
535100,3123
535100,636
535101,48
535101,695
535101,3123
535101,636
535700,526
535700,538
535701,539
535701,527
535702,3421
535702,2275
535703,2276
535703,3415
535703,2771
535707,526
535707,538
535708,539
535708,527
535710,539
535710,528
535710,527
535711,2275
535712,2276
535712,3415
535719,1016
535719,449
535719,472
535719,3269
535719,3276
535719,3316
535720,3308
535720,26
535721,27
535721,3287
535721,3300
535722,3305
535722,3269
535722,471
535722,511
535723,515
535723,518
535723,27
535723,3287
535723,3313
535724,3280
535724,3308
535724,26
535725,1016
535725,449
535725,472
535725,3269
535725,3304
535725,3276
535726,3305
535726,3274
535726,3269
535726,471
535726,511
535727,1016
535727,449
535727,472
535727,3269
535727,3276
535727,3341
535727,3316
535729,1016
535729,449
535729,472
535729,3349
535729,3302
535729,3332
535730,3346
535730,3312
535730,3308
535730,3271
535730,26
535731,1016
535731,449
535731,472
535731,3349
535731,3276
535731,3316
535732,515
535732,518
535732,27
535732,3287
535732,3313
535732,3300
535733,515
535733,518
535733,27
535733,3287
535733,3347
535733,3300
535734,515
535734,518
535734,27
535734,3271
535734,3287
535734,3313
535734,3347
535735,3300
535735,3280
535735,3308
535735,26
535736,515
535736,518
535736,27
535736,3287
535736,3313
535736,3300
535737,3322
535737,3280
535737,3308
535737,26
535738,3322
535738,3300
535738,3280
535738,3308
535738,26
535739,515
535739,518
535739,27
535739,3287
535739,3313
535740,3316
535740,3300
535740,3280
535740,3308
535740,26
535741,3300
535741,3280
535741,3439
535741,3308
535741,26
535742,515
535742,518
535742,27
535742,3287
535742,3439
535742,3313
535743,1016
535743,449
535743,472
535743,3349
535743,3304
535743,3276
535744,1016
535744,449
535744,472
535744,3349
535744,3304
535744,3276
535745,1016
535745,449
535745,472
535745,3269
535745,3304
535745,3276
535746,1016
535746,449
535746,472
535747,471
535747,511
535748,1016
535748,449
535748,472
535748,3349
535749,3270
535749,3305
535749,3274
535749,3269
535749,471
535749,511
535750,3276
535751,3305
535752,3276
535753,3332
535755,3300
535756,3332
535756,3367
535758,3331
535760,3276
536978,1528
536978,1748
536978,1655
536978,1547
536979,1541
536979,1579
536979,1585
536980,1542
536980,1419
536980,1654
536980,1749
536981,1748
536981,1655
536981,1420
536981,1543
536982,1582
536982,1578
536982,1544
536982,1407
536983,1532
536983,2818
536983,1583
536984,1582
536984,1614
536984,2817
536984,1531
536985,1542
536985,1579
536985,1583
536986,1751
536986,1868
536987,1680
536987,1750
536988,1582
536988,1543
536988,1397
536989,1398
536989,1541
536989,1615
536989,1583
536990,1629
536990,2034
536990,1417
536990,1391
536990,1397
536991,1398
536991,1392
536991,1418
536991,2033
536991,1570
536991,1628
536992,1680
536992,1651
536992,2817
536992,1497
536993,1497
536993,2818
536993,1459
536993,1868
536994,1680
536994,2034
536994,1417
536994,1391
536994,1397
536995,1398
536995,1392
536995,1418
536995,2031
536995,1868
536996,1897
536996,2034
536996,1417
536996,1581
536997,1580
536997,1418
536997,2031
536997,1897
536998,1629
536998,2034
536998,1417
536998,1496
536998,1604
536999,1603
536999,1497
536999,1441
536999,1418
536999,2033
536999,1628
537000,1746
537000,1420
537000,1391
537000,2820
537000,1497
537001,1497
537001,2818
537001,1393
537001,1419
537001,1471
537001,1749
537002,1746
537002,1420
537002,1617
537002,1581
537002,1502
537002,1572
537003,1573
537003,1501
537003,1580
537003,1616
537003,1419
537003,1471
537003,1749
537004,1584
537004,1578
537004,1544
537005,1548
537005,1747
537005,1527
537006,1542
537006,1393
537006,1419
537006,1547
537007,1548
537007,1420
537007,1391
537007,1541
537008,1497
537008,2818
537008,2031
537008,1495
537009,1897
537009,2032
537009,1651
537009,2817
537009,1497
537010,1548
537010,1420
537010,1581
537010,1502
537010,1572
537011,1573
537011,1501
537011,1580
537011,1419
537011,1547
537012,2818
537012,1581
537012,1502
537012,1572
537013,1573
537013,1501
537013,1580
537013,2817
537013,1531
537014,1573
537014,1501
537014,1580
537014,1419
537014,1654
537014,1747
537015,1746
537015,1655
537015,1420
537015,1581
537015,1573
537016,1542
537016,2819
537016,1393
537016,1418
537016,2031
537016,1897
537017,1897
537017,2034
537017,1417
537017,1391
537017,2820
537017,1541
537019,1541
537019,1579
537019,1585
537020,1541
537020,1579
537020,1585
537022,1807
537022,1528
537022,1748
537022,1547
537023,1528
537023,1748
537023,1655
537023,1547
537030,1542
537031,1541
537038,1748
537038,1655
537038,1420
537038,1543
537038,1410
537040,1582
537040,1578
537040,1544
537041,1582
537042,1532
537042,2818
537042,1583
537045,1587
537048,1531
537049,1531
537051,1532
537051,2818
537051,1583
537053,1532
537053,2818
537053,1583
537055,1586
537058,1582
537058,1578
537058,1544
537059,1532
537063,1587
537064,1582
537064,1614
537064,2817
537064,1531
537064,1408
537066,1542
537066,1579
537068,1531
537071,1587
537074,1584
537074,2817
537074,1531
537076,1586
537077,1586
537079,1582
537079,2817
537085,1751
537086,1868
537087,1680
537087,1750
537089,1750
537090,1680
537093,1398
537093,1541
537093,1615
537093,1583
537102,2033
537102,1570
537102,1628
537103,2033
537103,1570
537103,1628
537104,2033
537104,1570
537104,1628
537105,1629
537105,2034
537105,1417
537105,1391
537105,1397
537106,1629
537108,1398
537108,1392
537108,1418
537108,2033
537108,1570
537108,1628
537110,1418
537110,2033
537110,1570
537111,2034
537111,1417
537111,1391
537111,1397
537114,1680
537114,1651
537114,2817
537114,1497
537116,1603
537116,1497
537116,2818
537116,1459
537116,1868
537118,1680
537120,1868
537124,1680
537124,2034
537124,1417
537124,1391
537124,1397
537125,1398
537125,1392
537125,1418
537125,2031
537126,1398
537126,1392
537126,1418
537126,2031
537126,1868
537131,1868
537132,1585
537132,1868
537133,1868
537135,1680
537135,2034
537135,1417
537135,1391
537135,1390
537135,1397
537135,1357
537136,1680
537139,1580
537139,1418
537139,2031
537139,1495
537140,1580
537140,1418
537140,2031
537141,1897
537141,2034
537141,1417
537141,1581
537142,1418
537142,2031
537142,1897
537143,1581
537144,1581
537145,1573
537147,1897
537148,1897
537149,1897
537150,1581
537153,1396
537153,1495
537154,1580
537155,1580
537157,1897
537160,2033
537160,1628
537161,1629
537161,2031
537162,1496
537162,1604
537163,2033
537163,1628
537167,1603
537167,1497
537167,2818
537168,1603
537168,1497
537169,2820
537169,1496
537169,1604
537170,2548
537172,1746
537172,1420
537172,1391
537174,1584
537174,1420
537174,1391
537174,2820
537174,1497
537175,1603
537175,1497
537175,2818
537175,1393
537175,1419
537175,1471
537175,1749
537176,1392
537176,1419
537176,1471
537176,1749
537177,1584
537177,1472
537177,1749
537179,1746
537183,1746
537183,1420
537183,1617
537183,1581
537183,1502
537183,1572
537186,1617
537186,1581
537186,1502
537186,1572
537187,1417
537187,1617
537187,1581
537187,1502
537187,1572
537188,1472
537188,1749
537189,1581
537189,1502
537189,1572
537190,1573
537190,1501
537190,1580
537191,1746
537192,1573
537192,1501
537192,1580
537193,1581
537193,1502
537193,1572
537199,1548
537199,1747
537199,1527
537199,1808
537200,1548
537200,1747
537200,1527
537205,1541
537206,1542
537208,1548
537208,1420
537208,1391
537209,1392
537209,1419
537209,1547
537210,1393
537210,1419
537210,1547
537211,1897
537213,1897
537213,2032
537213,1651
537213,2817
537213,1497
537219,1897
537220,1495
537221,1495
537222,1897
537225,1581
537225,1502
537225,1572
537226,1573
537226,1501
537226,1580
537229,1573
537229,1501
537229,1580
537229,1419
537229,1547
537230,1581
537230,1502
537230,1572
537231,1548
537231,1420
537231,1581
537231,1502
537231,1572
537236,1419
537236,1547
537237,1548
537237,1420
537238,1548
537238,1420
537238,1533
537239,1573
537239,1501
537239,1580
537239,2817
537240,1573
537240,1501
537240,1580
537241,2820
537241,1581
537241,1502
537241,1572
537243,2818
537245,1581
537245,1502
537245,1572
537246,1578
537246,2817
537246,1531
537248,2818
537248,1581
537248,1502
537248,1572
537250,1531
537252,1497
537253,1532
537253,2818
537253,1579
537254,1573
537254,1501
537254,1580
537254,2817
537255,1573
537255,1501
537255,1580
537257,1746
537257,1655
537257,1420
537258,1573
537258,1501
537259,1419
537259,1654
537259,1747
537260,1581
537260,1502
537260,1573
537262,1581
537262,1502
537262,1573
537263,1573
537264,1746
537264,1655
537264,1420
537265,1573
537265,1501
537266,1419
537266,1654
537266,1747
537267,1542
537267,2819
537267,1393
537267,1418
537267,2031
537267,1495
537268,1897
537268,2034
537268,1417
537268,1391
537268,2820
537269,2820
537269,1541
537270,1531
537270,1408
537271,1393
537271,1418
537271,2031
537271,1897
537272,1409
537272,1542
537272,1393
537272,1418
537272,2031
537272,1897
537273,1897
537273,2034
537273,1417
537273,1391
537274,1897
537274,2034
537274,1417
537274,1391
537275,1897
537275,2034
537275,1417
537275,1391
537279,1528
537279,1748
537279,1655
537279,1547
537280,1541
537280,1579
537280,1585
537281,1542
537281,1419
537281,1654
537281,1749
537282,1748
537282,1655
537282,1420
537282,1543
537283,1582
537283,1578
537283,1544
537283,1407
537284,1532
537284,2818
537284,1583
537285,1582
537285,1614
537285,2817
537285,1531
537286,1542
537286,1579
537286,1583
537287,1751
537287,1868
537288,1680
537288,1750
537289,1582
537289,1543
537289,1397
537290,1398
537290,1541
537290,1615
537290,1583
537291,1629
537291,2034
537291,1417
537291,1391
537291,1397
537292,1398
537292,1392
537292,1418
537292,2033
537292,1570
537292,1628
537293,1680
537293,1651
537293,2817
537293,1497
537294,1497
537294,2818
537294,1459
537294,1868
537295,1680
537295,2034
537295,1417
537295,1391
537295,1397
537296,1398
537296,1392
537296,1418
537296,2031
537296,1868
537297,1897
537297,2034
537297,1417
537297,1581
537298,1580
537298,1418
537298,2031
537298,1897
537299,1629
537299,2034
537299,1417
537299,1496
537299,1604
537300,1603
537300,1497
537300,1441
537300,1418
537300,2033
537300,1628
537301,1746
537301,1420
537301,1391
537301,2820
537301,1497
537302,1497
537302,2818
537302,1393
537302,1419
537302,1471
537302,1749
537303,1746
537303,1420
537303,1617
537303,1581
537303,1502
537303,1572
537304,1573
537304,1501
537304,1580
537304,1616
537304,1419
537304,1471
537304,1749
537305,1584
537305,1578
537305,1544
537306,1548
537306,1747
537306,1527
537307,1542
537307,1393
537307,1419
537307,1547
537308,1548
537308,1420
537308,1391
537308,1541
537309,1497
537309,2818
537309,2031
537309,1495
537310,1897
537310,2032
537310,1651
537310,2817
537310,1497
537311,1548
537311,1420
537311,1581
537311,1502
537311,1572
537312,1573
537312,1501
537312,1580
537312,1419
537312,1547
537313,2818
537313,1581
537313,1502
537313,1572
537314,1573
537314,1501
537314,1580
537314,2817
537314,1531
537315,1573
537315,1501
537315,1580
537315,1419
537315,1654
537315,1747
537316,1746
537316,1655
537316,1420
537316,1581
537316,1573
537317,1542
537317,2819
537317,1393
537317,1418
537317,2031
537317,1897
537318,1897
537318,2034
537318,1417
537318,1391
537318,2820
537318,1541
537321,1541
537321,1579
537321,1585
537322,1807
537322,1528
537322,1748
537322,1655
537322,1547
537324,1528
537324,1748
537324,1655
537324,1547
537325,1541
537325,1579
537325,1585
537331,1542
537332,1541
537335,1497
537339,1748
537339,1655
537339,1420
537339,1543
537339,1410
537346,1587
537349,1531
537350,1531
537352,1532
537352,2818
537352,1583
537354,1532
537354,2818
537354,1583
537356,1586
537360,1532
537365,1582
537365,1614
537365,2817
537365,1531
537365,1408
537368,1579
537368,1583
537369,1531
537372,1587
537375,1584
537375,2817
537375,1531
537377,1586
537379,1587
537380,1582
537380,2817
537383,1583
537384,1751
537384,1868
537386,1751
537387,1868
537388,1680
537388,1750
537389,1750
537390,1750
537394,1398
537394,1541
537394,1615
537394,1583
537401,1543
537401,1397
537403,2033
537403,1570
537403,1628
537406,1629
537406,2034
537406,1417
537406,1391
537406,1397
537407,1629
537409,1398
537409,1392
537409,1418
537409,2033
537409,1570
537409,1628
537414,1680
537414,1651
537414,2817
537414,1496
537414,1604
537415,1680
537415,1651
537415,2817
537415,1497
537416,1680
537416,1651
537416,2817
537417,1603
537417,1497
537417,2818
537417,1459
537417,1868
537419,1680
537421,1868
537425,1680
537425,2034
537425,1417
537425,1391
537425,1397
537427,1398
537427,1392
537427,1418
537427,2031
537427,1868
537432,1868
537437,1680
537439,1897
537439,2034
537439,1417
537440,1580
537440,1418
537440,2031
537440,1495
537442,1897
537442,2034
537442,1417
537442,1581
537443,1418
537443,2031
537443,1897
537444,1581
537445,1581
537448,1897
537452,1581
537453,1495
537455,1580
537456,1580
537457,1580
537458,1897
537460,1441
537460,1418
537460,2033
537460,1628
537463,1496
537463,1604
537464,2033
537464,1628
537469,1603
537469,1497
537470,2820
537470,1496
537470,1604
537473,1746
537473,1420
537473,1391
537476,1603
537476,1497
537476,2818
537476,1393
537476,1419
537476,1471
537476,1749
537477,1392
537477,1419
537477,1471
537477,1749
537478,1584
537478,1472
537478,1749
537479,1584
537479,1472
537479,1749
537480,1746
537484,1746
537484,1420
537484,1617
537484,1581
537484,1502
537484,1572
537487,1617
537487,1581
537487,1502
537487,1572
537489,1472
537489,1749
537492,1746
537493,1573
537493,1501
537493,1580
537494,1581
537494,1502
537494,1572
537495,1680
537495,1584
537495,1578
537495,1544
537498,1578
537498,1544
537499,1548
537499,1747
537499,1527
537499,1808
537500,1548
537500,1747
537500,1527
537500,1808
537501,1548
537501,1747
537501,1527
537506,1541
537509,1548
537509,1420
537509,1391
537510,1392
537510,1419
537510,1547
537513,1897
537513,2032
537513,1651
537513,2817
537514,1897
537514,2032
537514,1651
537514,2817
537514,1497
537520,1897
537521,1495
537523,1897
537528,1573
537528,1501
537528,1580
537528,1419
537528,1547
537530,1573
537530,1501
537530,1580
537530,1419
537530,1547
537532,1548
537532,1420
537532,1581
537532,1502
537532,1572
537533,1581
537533,1502
537533,1573
537534,1548
537534,1420
537534,1581
537534,1502
537534,1572
537537,1419
537537,1547
537538,1548
537538,1420
537542,2820
537542,1581
537542,1502
537542,1572
537548,1578
537548,2817
537548,1531
537549,2818
537549,1581
537549,1502
537549,1572
537551,1531
537554,1532
537554,2818
537554,1579
537555,1573
537555,1501
537555,1580
537555,2817
537557,1573
537557,1501
537557,1580
537558,1746
537558,1655
537558,1420
537559,1573
537559,1501
537560,1419
537560,1654
537560,1747
537561,1581
537561,1502
537561,1573
537571,1531
537571,1408
537572,1393
537572,1418
537572,2031
537572,1897
537573,1409
537573,1542
537573,1393
537573,1418
537573,2031
537573,1897
537575,1897
537575,2034
537575,1417
537575,1391
537580,2863
537580,316
537580,2816
537580,1178
537580,613
537580,619
537581,635
537581,1819
537581,617
537581,2815
537581,317
537581,281
537582,666
537582,212
537582,255
537582,271
537582,281
537583,3182
537583,2861
537583,1149
537583,256
537583,1142
537583,824
537584,576
537584,567
537585,582
537585,568
537585,575
537585,1740
537586,1901
537586,613
537586,620
537587,635
537587,1892
537587,603
537587,1900
537588,1901
537588,604
537588,711
537589,3415
537589,2828
537589,603
537589,1900
537590,1160
537590,639
537590,620
537590,1892
537591,1189
537591,613
537591,619
537591,637
537591,644
537591,1329
537591,665
537592,242
537592,884
537592,217
537592,115
537592,91
